controls_openAnotherScreen,1272
Image.SetVisible,191
WebViewer.GoToUrl,130
procedures_callnoreturn,2704
CheckBox.GetText,13
Ball.SetRadius,6
ImagePicker.GetVisible,1
Form.SetScrollable,2
NxtSoundSensor.SetAboveRangeEventEnabled,4
color_dark_gray,18
math_add,1909
ActivityStarter.SetAction,55
lexical_variable_set,5226
ImageSprite.SetInterval,1
color_blue,286
Web.SetUrl,54
NxtDrive.TurnCounterClockwiseIndefinitely,2
DatePicker.GetMonthInText,8
Form.GetWidth,57
BluetoothClient.ReceiveText,33
Web.GetUrl,67
Form.GetBackgroundColor,1
BluetoothServer.ReceiveText,2
ListPicker.LostFocus,1
math_floor,34
math_random_float,106
Form.Initialize,645
TextBox.GetVisible,1
TextBox.SetVisible,831
Canvas.SetWidth,36
NxtTouchSensor.Pressed,1
BluetoothServer.StopAccepting,2
NxtSoundSensor.AboveRange,2
LocationSensor.SetDistanceInterval,4
ImagePicker.AfterPicking,27
color_gray,11
Notifier.ShowAlert,225
Ball.MoveIntoBounds,4
BluetoothClient.Disconnect,47
LocationSensor.GetDistanceInterval,1
DatePicker.GetMonth,12
controls_closeApplication,151
lists_from_csv_table,2
FusiontablesControl.SetApiKey,6
PasswordTextBox.SetVisible,5
ImageSprite.MoveTo,352
CheckBox.SetText,1
Spinner.GetSelectionIndex,19
ListPicker.SetImage,10
ContactPicker.GetPhoneNumber,2
TinyWebDB.SetServiceURL,3
Button.SetFontSize,3
Ball.GetPaintColor,1
text_starts_at,1
Canvas.Save,5
lists_to_csv_row,7
Sound.Pause,23
Form.SetBackgroundImage,23
ActivityStarter.GetDataUri,1
FusiontablesControl.ForgetLogin,6
Player.SetVolume,5
Button.GetWidth,4
BluetoothClient.IsDevicePaired,5
controls_openAnotherScreenWithStartValue,41
logic_negate,198
PasswordTextBox.GetText,75
Texting.SendMessage,35
color_black,254
TimePicker.GetMinute,20
math_on_list,4
ImageSprite.TouchUp,35
SoundRecorder.AfterSoundRecorded,8
Ball.TouchDown,4
Camera.AfterPicture,94
SpeechRecognizer.GetText,35
LocationSensor.SetProviderLocked,11
TextBox.SetHint,61
NxtLightSensor.AboveRange,1
Canvas.DrawPoint,7
NearField.TagRead,5
TextToSpeech.Speak,501
math_tan,5
Player.Stop,53
ActivityStarter.SetDataType,3
Canvas.GetWidth,351
Button.SetShowFeedback,1
Form.SetTitle,47
OrientationSensor.SetEnabled,4
Spinner.GetSelection,4
Canvas.TouchUp,30
Form.SetAboutScreen,1
ImageSprite.GetHeight,168
ImagePicker.GetSelection,48
color_make_color,136
LocationSensor.GetLatitude,67
SoundRecorder.Start,13
BluetoothClient.ReceiveSignedBytes,1
PhoneCall.SetPhoneNumber,35
Ball.GetX,122
Ball.GetY,87
Player.SetSource,56
Clock.Now,178
TextBox.GetNumbersOnly,11
color_split_color,3
TextBox.SetHeight,2
ImageSprite.SetVisible,479
Notifier.AfterTextInput,48
Clock.MakeInstant,130
ListPicker.SetElements,140
TextBox.SetEnabled,15
ImagePicker.SetHeight,2
Label.SetHeight,9
Texting.GetMessage,1
ImageSprite.GetEnabled,5
Web.JsonTextDecode,3
Clock.Month,3
ListPicker.GetSelection,274
PasswordTextBox.SetEnabled,2
Button.SetEnabled,438
WebViewer.SetHomeUrl,23
ListView.SetElementsFromString,6
controls_forRange,82
Button.GetTextColor,60
Slider.SetThumbPosition,55
ListPicker.SetText,55
BluetoothClient.ReceiveUnsignedBytes,1
controls_if,5642
ListPicker.SetTitle,5
NxtLightSensor.SetAboveRangeEventEnabled,1
color_white,96
Player.GetSource,3
BluetoothServer.AcceptConnection,2
FusiontablesControl.SetQuery,10
Texting.GetReceivingEnabled,1
ImageSprite.GetZ,1
ImageSprite.GetX,201
ImageSprite.GetY,191
BluetoothServer.Disconnect,1
Clock.FormatTime,18
LocationSensor.GetHasLongitudeLatitude,8
OrientationSensor.OrientationChanged,18
HorizontalArrangement.GetHeight,2
OrientationSensor.GetAvailable,2
Player.Pause,125
Ball.SetSpeed,282
lists_is_empty,26
ImageSprite.CollidingWith,86
LocationSensor.LatitudeFromAddress,4
text_split,28
NxtDrive.MoveForwardIndefinitely,12
controls_closeScreenWithValue,8
ActivityStarter.ResolveActivity,2
text_segment,29
LocationSensor.GetAccuracy,19
procedures_defnoreturn,1075
NxtUltrasonicSensor.SetWithinRangeEventEnabled,2
OrientationSensor.GetMagnitude,12
Label.GetTextColor,2
DatePicker.GetYear,20
procedures_callreturn,118
Button.Click,6773
lists_copy,35
BarcodeScanner.AfterScan,12
Button.TouchDown,34
ContactPicker.GetImage,1
BluetoothClient.ReceiveUnsigned1ByteNumber,4
Button.GetBackgroundColor,17
PhoneCall.PhoneCallStarted,1
BluetoothClient.Connect,91
ImagePicker.SetImage,7
Image.SetAnimation,6
NxtDrive.MoveForward,3
Spinner.SetSelectionIndex,1
Slider.GetThumbPosition,314
lists_pick_random_item,119
WebViewer.GetHomeUrl,1
Ball.Touched,2
Button.GetImage,26
AccelerometerSensor.Shaking,185
ListPicker.GetText,5
BluetoothClient.Send2ByteNumber,1
File.Delete,2
Form.GetTitle,2
Canvas.TouchDown,29
PhoneNumberPicker.GetEnabled,1
AccelerometerSensor.GetMinimumInterval,1
VerticalArrangement.SetVisible,152
Button.GetHeight,4
ImageSprite.SetSpeed,102
TextToSpeech.SetLanguage,8
DatePicker.LaunchPicker,1
BarcodeScanner.DoScan,12
LocationSensor.SetProviderName,28
Notifier.LogError,2
TimePicker.SetTimeToDisplay,1
ActivityStarter.GetAction,1
math_ceiling,146
ListPicker.AfterPicking,183
Ball.Flung,102
Form.GetHeight,47
ListPicker.GetHeight,1
ImageSprite.MoveIntoBounds,1
lists_create_with,1563
Canvas.DrawCircle,160
Label.SetText,4832
Button.SetImage,262
text_changeCase,27
Slider.SetMaxValue,3
Slider.PositionChanged,127
WebViewer.GoForward,2
HorizontalArrangement.GetWidth,8
Sound.Play,811
BluetoothServer.ConnectionAccepted,2
Form.OtherScreenClosed,25
ListPicker.SetTextColor,14
ImageSprite.GetVisible,33
Image.GetHeight,9
ProximitySensor.GetMaximumRange,2
math_neg,4
BluetoothClient.Send1ByteNumber,72
Slider.GetMaxValue,1
DatePicker.AfterDateSet,12
VerticalArrangement.GetVisible,2
Notifier.ShowTextDialog,49
NearField.TagWritten,3
ListPicker.SetSelection,30
Web.Get,53
None.spaces,4
Clock.Year,10
math_multiply,719
ListPicker.SetEnabled,54
procedures_defreturn,56
math_trig,14
Notifier.SetTextColor,1
VerticalArrangement.SetHeight,2
Clock.FormatDateTime,8
ImageSprite.Dragged,66
TextBox.SetMultiLine,3
math_single,29
controls_closeScreenWithPlainText,3
lists_length,871
Canvas.GetLineWidth,7
LocationSensor.GetLongitude,64
CheckBox.SetChecked,89
Label.SetTextColor,994
OrientationSensor.GetAzimuth,7
NxtSoundSensor.GetSoundLevel,3
Clock.SetTimerInterval,160
VideoPlayer.SetVolume,1
TextBox.SetBackgroundColor,24
ImageSprite.TouchDown,114
TextToSpeech.SetCountry,2
